@RELATION heartbeats
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {artifact__,Aunlabelledtest__,Bunlabelledtest__,extrahls__,extrastole__,murmur__,murmur_noisymurmur_,normal__,normal_noisynormal_}

@DATA
0.384100,0.007277,3.202313,0.419434,0.220953,1.230420,0.004025,0.465643,-35.594618,0.844355,-0.524104,0.179644,-0.092916,-0.238986,-0.003029,-0.091350,-0.184395,0.009729,0.002551,0.039648,-0.057629,0.010355,0.002091,0.009587,0.008668,0.025358,0.017256,0.020112,0.002975,0.003136,0.006169,0.011139,0.003053,0.016451,-0.003889,0.000026,-0.000670,-0.003385,-0.000088,-0.009198,0.000017,-0.005067,0.132478,0.009341,-0.012350,-0.004142,0.000309,-0.002526,-0.000131,0.000881,-0.001285,-0.003045,-0.001535,0.001434,0.001093,0.000036,0.000043,0.000094,0.000130,-0.000153,0.000011,0.000081,0.000016,0.000018,0.000040,0.000036,0.000097,-0.000028,0.068729,0.010659,0.136854,0.056604,0.013378,0.363133,0.002899,0.101446,2.148849,0.491683,0.310035,0.236624,0.201784,0.175800,0.188584,0.186075,0.197777,0.169161,0.156691,0.170820,0.165758,0.011035,0.001848,0.013381,0.012203,0.008502,0.017608,0.019270,0.002894,0.002374,0.006221,0.013085,0.003854,0.007958,0.037331,0.007456,0.187554,0.030340,0.013694,0.226756,0.002663,0.058350,1.106303,0.379429,0.317310,0.291248,0.237425,0.212485,0.234268,0.230430,0.235895,0.198434,0.198035,0.217338,0.196486,0.015229,0.002318,0.016973,0.014798,0.010071,0.017536,0.016831,0.003628,0.003041,0.005555,0.013393,0.005688,0.007042,artifact__
0.476747,0.002127,3.124877,0.495656,0.208238,1.288146,0.004205,0.587034,-42.535862,1.139311,-0.383178,0.268870,-0.099968,-0.012309,-0.078166,-0.062722,-0.127822,-0.050593,-0.039036,0.015204,-0.061965,0.011334,0.001739,0.011706,0.007764,0.035920,0.012301,0.009504,0.001964,0.005274,0.008076,0.010780,0.002953,0.015706,0.004194,-0.000004,0.000890,0.003954,0.000627,0.011322,0.000006,0.005021,-0.137626,-0.016700,0.010443,-0.004511,0.004219,0.001846,0.003305,0.003106,-0.003128,-0.001673,-0.001159,-0.000328,0.001396,-0.000024,-0.000013,-0.000013,-0.000013,0.000266,-0.000036,-0.000045,0.000005,-0.000007,-0.000781,-0.000113,-0.000008,-0.000132,0.054938,0.003393,0.233767,0.056952,0.029068,0.230376,0.002666,0.059473,1.906240,0.545317,0.346461,0.349112,0.180369,0.157279,0.190259,0.162083,0.154416,0.147845,0.183106,0.163380,0.164903,0.011262,0.001547,0.010540,0.007254,0.007022,0.015243,0.006500,0.002045,0.006119,0.008645,0.008982,0.003497,0.004746,0.036073,0.003541,0.300814,0.030543,0.022220,0.139237,0.003180,0.039635,1.318272,0.425096,0.337960,0.322131,0.240319,0.198563,0.216471,0.202004,0.207010,0.198371,0.214213,0.194282,0.193029,0.014852,0.002115,0.010801,0.009678,0.009191,0.016280,0.008268,0.002525,0.005803,0.010492,0.009859,0.004460,0.005003,artifact__
0.171854,0.000870,2.832653,0.231513,0.222046,0.508690,0.010407,0.192015,-34.539264,2.421142,0.184607,0.288222,-0.066026,-0.120429,-0.177613,-0.142060,-0.220697,-0.105521,-0.196580,-0.199507,-0.102891,0.026259,0.002758,0.054993,0.034667,0.024984,0.010528,0.020284,0.001296,0.005682,0.012598,0.021034,0.007636,0.024685,0.000217,-0.000015,-0.000303,0.000646,0.000915,0.001078,0.000065,-0.000131,-0.051475,-0.004185,0.011746,-0.005210,0.001655,0.003320,0.003346,0.001643,-0.002259,-0.003227,-0.003124,-0.000044,0.000714,0.000480,-0.000043,0.000516,-0.000058,-0.000043,-0.000084,-0.000077,-0.000010,-0.000066,-0.000036,-0.000090,-0.000049,0.000198,0.117966,0.001844,0.536766,0.119110,0.039594,0.432761,0.008916,0.183190,4.133614,0.913044,0.638824,0.358637,0.287225,0.235606,0.253683,0.242111,0.217270,0.206908,0.181944,0.199847,0.182475,0.024686,0.003529,0.047676,0.036692,0.024241,0.012230,0.019873,0.001341,0.005757,0.012162,0.017159,0.009474,0.013635,0.077933,0.002581,0.713174,0.076272,0.035506,0.370344,0.010406,0.158524,2.437569,0.729831,0.558036,0.319232,0.315331,0.267220,0.268081,0.269330,0.252503,0.231115,0.199941,0.240080,0.218385,0.033222,0.003540,0.055988,0.043784,0.029647,0.015002,0.023425,0.001567,0.007832,0.014988,0.020914,0.010056,0.013995,artifact__
0.051913,0.319783,3.252901,0.126366,0.173299,0.063823,0.020126,0.053453,-23.240822,0.048519,-1.707133,1.428760,0.282419,-0.689214,0.260659,0.567223,-0.516865,0.000456,0.384209,-0.242954,-0.227510,0.000366,0.000291,0.000703,0.001660,0.132737,0.003285,0.000671,0.000255,0.000246,0.000257,0.000330,0.000275,0.036500,0.000000,-0.001326,-0.000527,-0.000025,0.000016,0.000101,0.000010,0.000000,0.001953,0.008545,0.004980,0.000666,-0.000132,0.000709,-0.000840,-0.000881,0.000379,-0.000609,-0.001500,-0.001251,-0.000828,0.000006,0.000002,0.000011,0.000012,0.000168,0.000011,0.000007,0.000002,0.000001,0.000002,0.000016,0.000005,0.000045,0.002607,0.044767,0.049666,0.040917,0.047313,0.122646,0.020590,0.006880,1.202163,0.664628,0.442225,0.266413,0.209069,0.167025,0.155827,0.169284,0.153344,0.136239,0.145381,0.120357,0.135132,0.000402,0.000169,0.000471,0.000977,0.044348,0.002381,0.000450,0.000140,0.000234,0.000244,0.000358,0.000332,0.012315,0.003351,0.059682,0.079199,0.043590,0.052497,0.155408,0.030699,0.009968,1.578683,0.713563,0.518279,0.343681,0.274117,0.223442,0.228004,0.249484,0.216741,0.201726,0.205924,0.156180,0.191612,0.000499,0.000215,0.000617,0.001287,0.065423,0.003357,0.000557,0.000187,0.000327,0.000304,0.000389,0.000466,0.018158,artifact__
0.176296,0.003646,2.811316,0.225361,0.239565,1.075492,0.006359,0.312624,-31.985731,1.691665,-0.165938,0.087779,-0.177392,-0.094500,-0.186276,-0.074725,-0.133993,-0.056298,-0.079114,-0.046164,-0.099180,0.016687,0.004887,0.019094,0.010640,0.018162,0.011380,0.018682,0.003188,0.007932,0.019303,0.021187,0.007386,0.010511,-0.001412,0.000007,-0.005056,-0.001598,-0.000985,-0.011392,0.000132,-0.003045,0.020950,0.021886,0.002479,-0.006253,-0.008404,-0.007341,-0.003937,-0.000498,0.000550,0.001153,0.000949,0.000875,0.000380,-0.000001,-0.000036,-0.000008,-0.000064,0.000028,0.000016,0.000063,-0.000016,0.000114,0.000331,0.000381,0.000098,0.000117,0.083341,0.008900,0.515124,0.084374,0.049447,0.552699,0.006150,0.186029,3.900130,0.917303,0.463924,0.341416,0.248895,0.200287,0.193139,0.163130,0.150020,0.151494,0.151742,0.148432,0.136366,0.012461,0.003742,0.012384,0.007555,0.012258,0.007919,0.013707,0.002851,0.004940,0.015071,0.012677,0.004915,0.005239,0.060762,0.011488,0.701681,0.074080,0.040500,0.534178,0.006893,0.166898,2.854081,1.064504,0.528200,0.396840,0.294520,0.241520,0.253408,0.216123,0.205014,0.211377,0.206278,0.193613,0.184522,0.017915,0.005104,0.016652,0.010940,0.017021,0.009825,0.019182,0.004054,0.006381,0.018483,0.015851,0.006736,0.006126,artifact__
0.147104,0.006860,2.566298,0.181045,0.222689,0.668786,0.008910,0.211691,-31.693992,2.404214,-0.059699,0.481561,-0.048479,0.022943,-0.094679,-0.011600,-0.067158,-0.043592,-0.091643,-0.049287,-0.066547,0.020491,0.004175,0.030416,0.015524,0.026123,0.010454,0.032163,0.002625,0.006094,0.022429,0.027786,0.004765,0.015649,0.000013,-0.000000,-0.007841,-0.000895,-0.000082,-0.009657,0.000013,-0.002753,-0.020049,0.007653,0.002940,0.004729,0.002681,0.001798,0.001037,0.000607,-0.001364,-0.001428,0.000233,0.000284,-0.002283,0.000024,-0.000023,0.000223,0.000115,0.000196,0.000048,0.000172,-0.000035,-0.000104,0.000088,0.000211,-0.000047,0.000081,0.090617,0.016072,0.567220,0.081349,0.064253,0.472864,0.009183,0.173195,4.457734,0.966042,0.657592,0.412528,0.254066,0.198559,0.188902,0.169553,0.156586,0.152008,0.146917,0.145600,0.148202,0.015437,0.003671,0.021616,0.011838,0.013349,0.008585,0.020099,0.002661,0.005102,0.017243,0.017773,0.004064,0.007031,0.067253,0.017288,0.764019,0.066287,0.058331,0.391299,0.010390,0.147773,3.316719,1.014049,0.660709,0.449456,0.322997,0.267096,0.271374,0.236848,0.212868,0.204302,0.208377,0.189227,0.205167,0.020373,0.004512,0.026913,0.016021,0.016812,0.011401,0.025247,0.002992,0.006763,0.023016,0.022927,0.004705,0.007795,artifact__
0.067224,0.186602,3.246831,0.206539,0.235934,1.073715,0.002225,0.155969,-21.814237,0.821756,-0.272126,-0.021052,-0.288223,-0.029835,-0.085327,0.082664,-0.121774,0.015555,-0.009811,-0.010390,-0.044357,0.012636,0.006599,0.015064,0.009022,0.011029,0.014373,0.016080,0.004890,0.008485,0.010471,0.013102,0.008527,0.008222,-0.000008,-0.001424,-0.000415,-0.000347,-0.000170,-0.004942,0.000019,-0.000630,-0.066597,0.006955,-0.004549,-0.001313,-0.002673,0.002017,0.001564,-0.001100,-0.001148,-0.000937,0.000075,-0.000716,-0.001527,0.000085,-0.000003,0.000001,0.000016,0.000019,0.000041,-0.000031,-0.000010,0.000222,0.000039,0.000063,-0.000011,0.000047,0.015968,0.025579,0.052216,0.026066,0.015735,0.262885,0.001254,0.032808,0.975402,0.378437,0.257906,0.218974,0.189242,0.184700,0.196293,0.187313,0.200706,0.147227,0.173684,0.169163,0.163793,0.010032,0.004933,0.006688,0.006088,0.005719,0.012299,0.008151,0.003851,0.006547,0.006524,0.007492,0.005983,0.003416,0.012979,0.021048,0.071183,0.022782,0.017141,0.191189,0.001127,0.027599,0.374125,0.290026,0.255704,0.238267,0.249851,0.238157,0.224154,0.231901,0.222010,0.206420,0.208210,0.219979,0.214105,0.012694,0.006757,0.009866,0.008469,0.008026,0.016190,0.010801,0.004866,0.007597,0.009040,0.009236,0.007491,0.003594,artifact__
0.176623,0.013627,3.149546,0.226433,0.197827,0.391968,0.006877,0.198301,-27.984830,2.142559,-0.790786,0.116241,-0.189431,-0.031105,-0.114479,0.023861,-0.045812,0.100471,-0.132847,-0.123174,0.004405,0.021880,0.012628,0.011322,0.020066,0.014543,0.007888,0.019826,0.003555,0.013180,0.012057,0.017578,0.014352,0.015890,-0.000015,0.000104,-0.000876,-0.000057,-0.000134,0.000269,0.000022,0.000045,0.017051,-0.003958,-0.001114,-0.001163,-0.002355,0.002027,0.002240,0.001244,-0.000222,-0.000081,-0.002005,0.000844,-0.002327,0.000147,0.000027,-0.000046,-0.000008,-0.000015,0.000066,-0.000136,0.000019,-0.000091,-0.000053,0.000245,0.000197,0.000047,0.072888,0.011442,0.181206,0.083489,0.023121,0.201583,0.004247,0.095186,2.651013,0.474120,0.361844,0.266169,0.296807,0.230859,0.204773,0.217971,0.200998,0.219563,0.199758,0.197520,0.206461,0.021140,0.014853,0.008812,0.024426,0.012327,0.007803,0.017172,0.004790,0.014467,0.013956,0.015809,0.018377,0.008482,0.038863,0.011117,0.252987,0.052873,0.022911,0.136316,0.005205,0.053604,1.354369,0.369884,0.295499,0.250463,0.232909,0.256693,0.253120,0.224425,0.232235,0.237037,0.223208,0.209180,0.226363,0.024449,0.017320,0.010914,0.025477,0.014963,0.008783,0.018478,0.005718,0.017396,0.016927,0.018240,0.022384,0.009230,artifact__
0.004441,0.028863,2.574161,0.100098,0.191453,0.062906,0.049355,0.012019,-29.075705,2.546863,0.415485,0.558487,0.260246,0.254517,0.202182,0.119190,0.142062,0.109591,0.095171,0.094053,0.084535,0.000860,0.000141,0.172691,0.000605,0.026432,0.000506,0.215159,0.000086,0.000280,0.001292,0.011355,0.000163,0.083104,0.000003,0.000215,-0.000726,-0.000063,-0.000043,-0.000084,0.000199,-0.000015,0.013627,-0.000484,-0.000235,-0.000390,-0.000428,-0.000558,-0.000169,-0.000543,-0.000002,-0.000234,0.000069,-0.000162,-0.000384,-0.000004,-0.000001,-0.001976,-0.000004,-0.000060,-0.000002,0.002310,-0.000000,-0.000001,-0.000004,-0.000065,-0.000001,0.000144,0.004554,0.033046,0.285689,0.067329,0.044534,0.167794,0.037919,0.038262,2.407904,0.298170,0.221435,0.172115,0.123680,0.103761,0.129995,0.118767,0.129372,0.093691,0.090580,0.083997,0.096515,0.001333,0.000250,0.109070,0.001041,0.025955,0.000990,0.113791,0.000161,0.000548,0.002468,0.013906,0.000258,0.020904,0.006533,0.043277,0.408026,0.091661,0.058595,0.237851,0.049712,0.055390,3.006438,0.409801,0.311586,0.233667,0.170952,0.141020,0.186276,0.181369,0.188999,0.144549,0.132307,0.125969,0.147624,0.001867,0.000353,0.158215,0.001468,0.031762,0.001415,0.160978,0.000220,0.000773,0.003551,0.020243,0.000363,0.027470,artifact__
0.075912,0.000425,3.187848,0.131957,0.165348,0.575439,0.004404,0.108101,-28.936761,0.904521,-0.261044,-0.117048,-0.157535,-0.265062,-0.678990,-0.074431,-0.208666,-0.308549,0.152682,-0.072259,-0.084832,0.010309,0.003730,0.023872,0.006748,0.009344,0.016580,0.011732,0.004915,0.032837,0.008903,0.007500,0.006091,0.016890,-0.000008,-0.000001,-0.000019,0.000035,0.000190,-0.000820,0.000024,-0.000141,-0.006679,0.002534,-0.004283,0.001475,-0.000942,-0.002044,0.000923,0.001369,0.001500,0.002936,-0.001559,-0.001818,-0.003026,0.000026,-0.000013,0.000028,0.000032,-0.000033,-0.000713,-0.000128,0.000119,0.000211,0.000048,0.000042,0.000037,-0.000121,0.021075,0.000376,0.144231,0.021376,0.026045,0.237998,0.002039,0.030187,0.678579,0.434999,0.337333,0.287061,0.233585,0.212058,0.192100,0.203910,0.206170,0.262061,0.241150,0.256920,0.193380,0.010858,0.003019,0.023662,0.006318,0.009190,0.021679,0.010188,0.005094,0.031272,0.010760,0.005865,0.005673,0.010237,0.018619,0.000448,0.203125,0.019003,0.027197,0.212232,0.002829,0.028781,0.593225,0.376461,0.301553,0.277621,0.253589,0.231766,0.225684,0.218042,0.227387,0.249963,0.233854,0.256574,0.209881,0.011340,0.003600,0.024315,0.008101,0.011158,0.018491,0.012104,0.006099,0.031772,0.011569,0.006740,0.005546,0.010001,artifact__
0.087843,0.168060,3.268442,0.208483,0.220133,1.312145,0.002079,0.196673,-20.795641,0.487656,-0.377756,0.009689,-0.054416,0.018532,-0.095212,0.013973,-0.014039,-0.005965,-0.030326,-0.043192,-0.028624,0.011050,0.005923,0.012970,0.007576,0.008164,0.009092,0.012119,0.004383,0.006550,0.008728,0.010356,0.006958,0.006097,-0.000199,-0.001260,-0.000370,-0.000671,-0.000315,-0.007035,0.000018,-0.000807,-0.038071,0.006243,-0.004072,-0.003078,-0.001819,0.001111,-0.003075,0.004130,-0.000791,-0.000972,-0.000093,0.001197,-0.000511,-0.000011,0.000035,0.000136,0.000046,-0.000031,-0.000005,0.000018,-0.000040,0.000064,-0.000007,0.000019,-0.000017,0.000028,0.009775,0.020830,0.038340,0.017839,0.015483,0.152736,0.000641,0.020757,0.714954,0.206596,0.239091,0.263821,0.198220,0.142846,0.156011,0.152344,0.159959,0.163433,0.157028,0.140199,0.135238,0.006826,0.003482,0.006998,0.004066,0.004206,0.008620,0.006258,0.002840,0.004272,0.004866,0.006239,0.004655,0.002513,0.009666,0.015884,0.050251,0.018669,0.016623,0.143987,0.000604,0.020168,0.420129,0.249791,0.234758,0.239698,0.226928,0.187049,0.198318,0.203364,0.201392,0.216672,0.210120,0.194010,0.174883,0.009638,0.004616,0.009430,0.005728,0.005414,0.010550,0.008437,0.004012,0.006104,0.006784,0.008015,0.006411,0.003428,artifact__
0.065447,0.011227,3.238770,0.108946,0.132997,0.628256,0.003334,0.109352,-23.764545,0.994495,-0.572575,-0.355726,-0.277806,0.078825,-0.296285,0.090015,-0.148698,-0.164474,-0.271297,-0.104862,-0.175243,0.012875,0.012918,0.021621,0.013607,0.010538,0.012257,0.012190,0.007473,0.007542,0.014597,0.012678,0.007172,0.010350,0.000164,0.000087,-0.000009,0.000220,0.000193,0.002446,0.000013,0.000161,0.019981,-0.000539,0.001297,-0.002405,-0.000699,-0.000610,-0.001590,0.000279,0.001425,0.001035,0.001147,0.000113,0.000300,0.000006,-0.000072,-0.000032,-0.000033,-0.000001,0.000003,-0.000161,-0.000007,-0.000017,0.000014,0.000173,-0.000005,-0.000008,0.010689,0.006087,0.049262,0.011544,0.017080,0.150831,0.001271,0.020197,0.427597,0.207247,0.203841,0.180403,0.163704,0.152051,0.160095,0.155069,0.144883,0.168426,0.149853,0.132943,0.145539,0.008400,0.008875,0.017958,0.009295,0.008507,0.010891,0.007985,0.008045,0.005967,0.010356,0.010156,0.005108,0.005951,0.010362,0.004842,0.064091,0.011821,0.020317,0.123579,0.001315,0.016057,0.317234,0.241398,0.252653,0.234724,0.215571,0.204285,0.214223,0.191189,0.192837,0.211334,0.200854,0.163330,0.172970,0.010848,0.012311,0.023700,0.011159,0.011624,0.013181,0.010197,0.011314,0.006683,0.013511,0.012150,0.007244,0.007386,artifact__
0.191939,0.101339,3.150396,0.304970,0.250161,2.055372,0.003235,0.488697,-22.902097,0.107226,-0.237048,0.056444,-0.064491,0.033414,-0.027130,0.022823,-0.015063,-0.000950,-0.002398,0.001926,-0.001370,0.004446,0.003632,0.008626,0.005103,0.020368,0.004782,0.009235,0.003229,0.003463,0.004951,0.005966,0.003872,0.006925,-0.000965,0.001349,0.000188,-0.001381,-0.000763,-0.011417,0.000011,-0.003332,0.014549,-0.000078,-0.003403,0.002993,-0.000135,0.001126,0.000777,-0.000044,-0.000622,0.000622,0.001067,-0.000150,-0.000584,0.000020,-0.000005,-0.000003,0.000014,0.000002,0.000009,0.000044,0.000002,0.000009,0.000004,-0.000024,0.000031,0.000009,0.015968,0.024759,0.200585,0.018264,0.015436,0.155348,0.003763,0.038712,1.266173,0.387275,0.213998,0.178548,0.139603,0.138458,0.149246,0.139194,0.121462,0.131736,0.139688,0.127584,0.126694,0.002126,0.001896,0.004035,0.002762,0.008870,0.002647,0.004775,0.001859,0.002061,0.002616,0.003164,0.002195,0.002650,0.020617,0.020443,0.312982,0.021877,0.015887,0.204998,0.005182,0.050799,1.513939,0.601267,0.311836,0.270596,0.204359,0.202524,0.222516,0.207957,0.187071,0.195050,0.195414,0.193019,0.187992,0.002960,0.002904,0.005787,0.004227,0.012337,0.004059,0.007298,0.002753,0.003179,0.003793,0.004652,0.003381,0.003866,artifact__
0.129275,0.006594,2.665581,0.179977,0.217438,0.747047,0.006343,0.190442,-31.429521,1.612427,-0.418748,0.311696,-0.055017,0.001862,-0.159125,-0.078935,-0.108900,-0.109133,-0.086239,-0.091053,-0.115080,0.022684,0.005320,0.022903,0.013562,0.015874,0.011206,0.020412,0.004223,0.007540,0.019899,0.021840,0.006268,0.011254,0.001573,-0.000000,0.004547,0.001275,0.000679,0.011347,0.000006,0.004235,-0.052271,-0.009428,0.003021,-0.003275,-0.004338,-0.001125,-0.000085,-0.004921,0.001990,0.003030,-0.000076,0.002001,0.000876,-0.000276,-0.000058,-0.000070,-0.000067,-0.000041,-0.000003,-0.000066,0.000018,0.000033,-0.000022,-0.000032,0.000013,-0.000070,0.060700,0.010881,0.561761,0.061546,0.041208,0.486851,0.005680,0.147057,3.202278,0.798881,0.533244,0.323507,0.266111,0.219245,0.213299,0.186453,0.178999,0.164883,0.162019,0.158302,0.134131,0.015813,0.004586,0.016209,0.010067,0.009220,0.007404,0.012619,0.003655,0.005130,0.014020,0.014409,0.004652,0.005877,0.043758,0.011223,0.731858,0.059433,0.042904,0.465877,0.006747,0.111656,2.573503,0.844295,0.674016,0.406342,0.357318,0.285820,0.273455,0.267580,0.238584,0.210670,0.224142,0.204809,0.185103,0.022281,0.006382,0.020499,0.014018,0.012496,0.009989,0.018580,0.005193,0.006862,0.019442,0.019712,0.006209,0.006995,artifact__
0.213828,0.229145,3.309206,0.256738,0.155479,0.107104,0.032047,0.224667,-27.264544,1.176571,-0.534277,-0.798503,-0.510740,-0.033674,0.420822,0.139667,0.051478,-0.209194,-0.391434,0.092136,0.055582,0.000479,0.000841,0.058774,0.059003,0.001166,0.000449,0.000340,0.000142,0.000165,0.000306,0.000262,0.000283,0.029028,0.001926,-0.002173,-0.000036,0.001640,0.000566,0.001357,0.000123,0.001936,-0.026555,0.000093,0.012145,0.005772,0.003872,0.000305,-0.004325,-0.003665,0.000301,-0.001447,0.003265,-0.003564,0.000088,-0.000005,-0.000023,-0.000664,-0.000343,-0.000020,-0.000006,-0.000002,-0.000002,-0.000002,0.000002,-0.000007,-0.000007,-0.000193,0.010169,0.019747,0.010777,0.025080,0.027274,0.088973,0.022760,0.016605,1.284193,0.581632,0.252857,0.241882,0.205394,0.168678,0.219458,0.148382,0.135892,0.184652,0.213766,0.217982,0.105893,0.000451,0.000719,0.051913,0.041620,0.000995,0.000395,0.000331,0.000135,0.000154,0.000200,0.000233,0.000243,0.009316,0.009499,0.013363,0.015499,0.028932,0.034573,0.054227,0.038048,0.010220,1.698169,0.729140,0.289703,0.305489,0.254103,0.224375,0.307140,0.208693,0.176782,0.262079,0.305116,0.304721,0.148820,0.000636,0.001056,0.076312,0.057811,0.001545,0.000586,0.000479,0.000193,0.000219,0.000274,0.000336,0.000361,0.014115,artifact__
